state,district,year,education_literacy_rate,healthcare_doctor_patient_ratio,infrastructure_road_density,digital_financial_inclusion_rate
Andhra Pradesh,Krishna,2025,75.26,72.3,96.1,71.09
Andhra Pradesh,Krishna,2026,73.27,69.11,92.12,66.32
Andhra Pradesh,Guntur,2020,66.47,57.63,86.72,60.47
Andhra Pradesh,Guntur,2021,66.97,58.44,87.73,61.68
Andhra Pradesh,Guntur,2022,65.91,56.74,85.62,59.15
Andhra Pradesh,Guntur,2023,63.78,53.33,81.35,54.03
Andhra Pradesh,Guntur,2024,67.23,58.85,88.25,62.31
Andhra Pradesh,Guntur,2025,67.34,59.03,88.47,62.57
Andhra Pradesh,Guntur,2026,71.09,65.02,95.96,71.56
Andhra Pradesh,Prakasam,2020,59.48,35.03,77.08,53.71
Andhra Pradesh,Prakasam,2021,59.48,35.02,77.07,53.7
Andhra Pradesh,Prakasam,2022,63.57,41.57,85.25,63.51
Andhra Pradesh,Prakasam,2023,60.95,37.37,80.01,57.23
Andhra Pradesh,Prakasam,2024,65.58,44.79,89.28,68.35
Andhra Pradesh,Prakasam,2025,65.38,44.46,88.87,67.85
Andhra Pradesh,Prakasam,2026,62.0,39.06,82.12,59.76
Andhra Pradesh,Sri Potti Sriramulu Nellore,2020,68.04,42.05,85.43,61.45
Andhra Pradesh,Sri Potti Sriramulu Nellore,2021,68.97,43.53,87.28,63.66
Andhra Pradesh,Sri Potti Sriramulu Nellore,2022,68.64,43.0,86.62,62.87
Andhra Pradesh,Sri Potti Sriramulu Nellore,2023,68.53,42.83,86.4,62.61
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,67.86,41.76,85.07,61.01
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,67.11,40.57,83.58,59.22
Andhra Pradesh,Sri Potti Sriramulu Nellore,2026,68.78,43.23,86.91,63.21
Andhra Pradesh,Y.S.R.,2020,63.45,41.83,83.77,59.07
Andhra Pradesh,Y.S.R.,2021,66.68,47.0,90.23,66.82
Andhra Pradesh,Y.S.R.,2022,62.66,40.55,82.18,57.16
Andhra Pradesh,Y.S.R.,2023,68.49,49.89,93.85,71.17
Andhra Pradesh,Y.S.R.,2024,67.0,47.5,90.86,67.58
Andhra Pradesh,Y.S.R.,2025,67.57,48.42,92.01,68.96
Andhra Pradesh,Y.S.R.,2026,68.92,50.58,94.71,72.2
Andhra Pradesh,Kurnool,2020,58.49,42.01,86.89,66.9
Andhra Pradesh,Kurnool,2021,59.39,43.45,88.7,69.07
Andhra Pradesh,Kurnool,2022,58.26,41.63,86.43,66.34
Andhra Pradesh,Kurnool,2023,60.99,46.01,91.89,72.9
Andhra Pradesh,Kurnool,2024,62.09,47.77,94.1,75.54
Andhra Pradesh,Kurnool,2025,61.62,47.01,93.15,74.41
Andhra Pradesh,Kurnool,2026,61.64,47.04,93.19,74.46
Andhra Pradesh,Anantapur,2020,62.33,37.57,83.57,60.39
Andhra Pradesh,Anantapur,2021,59.39,32.87,77.7,53.34
Andhra Pradesh,Anantapur,2022,60.78,35.09,80.47,56.67
Andhra Pradesh,Anantapur,2023,62.43,37.73,83.77,60.62
Andhra Pradesh,Anantapur,2024,60.12,34.04,79.16,55.09
Andhra Pradesh,Anantapur,2025,60.75,35.05,80.42,56.6
Andhra Pradesh,Anantapur,2026,62.22,37.4,83.36,60.13
Andhra Pradesh,Chittoor,2020,69.18,37.75,82.97,61.17
Andhra Pradesh,Chittoor,2021,71.03,40.71,86.67,65.61
Andhra Pradesh,Chittoor,2022,67.63,35.27,79.87,57.44
Andhra Pradesh,Chittoor,2023,71.49,41.45,87.6,66.72
Andhra Pradesh,Chittoor,2024,73.0,43.86,90.61,70.33
Andhra Pradesh,Chittoor,2025,68.17,36.14,80.96,58.75
Andhra Pradesh,Chittoor,2026,73.56,44.76,91.74,71.69
Karnataka,Belgaum,2020,66.65,28.44,66.9,55.33
Karnataka,Belgaum,2021,69.5,33.01,72.61,62.18
Karnataka,Belgaum,2022,68.36,31.19,70.34,59.45
Karnataka,Belgaum,2023,70.96,35.34,75.53,65.68
Karnataka,Belgaum,2024,70.68,34.89,74.96,65.01
Karnataka,Belgaum,2025,73.75,39.81,81.12,72.39
Karnataka,Belgaum,2026,70.27,34.23,74.15,64.02
Karnataka,Bagalkot,2020,61.29,17.41,66.16,53.43
Karnataka,Bagalkot,2021,64.52,22.58,72.62,61.19
Karnataka,Bagalkot,2022,63.9,21.58,71.38,59.69
Karnataka,Bagalkot,2023,62.88,19.96,69.35,57.26
Karnataka,Bagalkot,2024,65.03,23.4,73.66,62.43
Karnataka,Bagalkot,2025,64.8,23.03,73.2,61.87
Karnataka,Bagalkot,2026,63.88,21.56,71.35,59.66
Karnataka,Bijapur,2020,62.51,22.19,72.28,66.38
Karnataka,Bijapur,2021,63.48,23.74,74.22,68.71
Karnataka,Bijapur,2022,61.14,20.0,69.54,63.09
Karnataka,Bijapur,2023,63.45,23.68,74.15,68.62
Karnataka,Bijapur,2024,64.98,26.13,77.21,72.29
Karnataka,Bijapur,2025,66.46,28.51,80.18,75.85
Karnataka,Bijapur,2026,65.08,26.3,77.42,72.54
Karnataka,Bidar,2020,67.36,28.53,82.0,63.03
Karnataka,Bidar,2021,68.5,30.35,84.27,65.75
Karnataka,Bidar,2022,68.03,29.61,83.35,64.64
Karnataka,Bidar,2023,68.68,30.64,84.64,66.2
Karnataka,Bidar,2024,70.39,33.37,88.05,70.28
Karnataka,Bidar,2025,65.75,25.95,78.77,59.16
Karnataka,Bidar,2026,65.86,26.13,78.99,59.42
Karnataka,Raichur,2020,53.67,20.91,74.76,60.13
Karnataka,Raichur,2021,57.12,26.42,81.64,68.4
Karnataka,Raichur,2022,53.73,21.0,74.87,60.26
Karnataka,Raichur,2023,58.7,28.96,84.82,72.2
Karnataka,Raichur,2024,59.08,29.56,85.57,73.11
Karnataka,Raichur,2025,61.12,32.82,89.65,78.0
Karnataka,Raichur,2026,58.14,28.06,83.7,70.86
Karnataka,Koppal,2020,64.75,24.66,79.17,65.04
Karnataka,Koppal,2021,60.88,18.47,71.44,55.76
Karnataka,Koppal,2022,62.04,20.32,73.75,58.53
Karnataka,Koppal,2023,66.77,27.89,83.21,69.89
Karnataka,Koppal,2024,65.64,26.09,80.96,67.19
Karnataka,Koppal,2025,62.52,21.09,74.71,59.69
Karnataka,Koppal,2026,67.28,28.71,84.23,71.12
Karnataka,Gadag,2020,68.49,19.99,73.28,50.51
Karnataka,Gadag,2021,70.99,23.99,78.28,56.51
Karnataka,Gadag,2022,73.18,27.5,82.66,61.77
Karnataka,Gadag,2023,69.75,22.01,75.8,53.54
Karnataka,Gadag,2024,70.58,23.34,77.46,55.53
Karnataka,Gadag,2025,74.52,29.64,85.34,64.99
Karnataka,Gadag,2026,76.73,33.18,89.76,70.29
Karnataka,Dharwad,2020,73.1,48.1,77.27,61.42
Karnataka,Dharwad,2021,76.66,53.8,84.4,69.98
Karnataka,Dharwad,2022,77.14,54.57,85.36,71.13
Karnataka,Dharwad,2023,77.02,54.38,85.12,70.85
Karnataka,Dharwad,2024,79.85,58.91,90.79,77.64
Karnataka,Dharwad,2025,77.03,54.39,85.14,70.86
Karnataka,Dharwad,2026,74.52,50.38,80.13,64.85
Karnataka,Uttara Kannada,2020,81.03,49.19,72.75,59.8
Karnataka,Uttara Kannada,2021,80.71,48.67,72.1,59.03
Karnataka,Uttara Kannada,2022,81.49,49.93,73.67,60.91
Karnataka,Uttara Kannada,2023,79.89,47.36,70.47,57.06
Karnataka,Uttara Kannada,2024,84.47,54.68,79.62,68.04
Karnataka,Uttara Kannada,2025,79.74,47.12,70.16,56.69
Karnataka,Uttara Kannada,2026,85.98,57.1,82.64,71.67
Karnataka,Haveri,2020,74.35,39.61,84.38,62.49
Karnataka,Haveri,2021,71.11,34.43,77.9,54.71
Karnataka,Haveri,2022,71.26,34.67,78.2,55.08
Karnataka,Haveri,2023,72.43,36.55,80.54,57.89
Karnataka,Haveri,2024,72.48,36.62,80.63,58.0
Karnataka,Haveri,2025,72.24,36.24,80.16,57.43
Karnataka,Haveri,2026,71.83,35.59,79.35,56.45
Karnataka,Bellary,2020,61.99,31.48,78.68,62.11
Karnataka,Bellary,2021,62.13,31.7,78.96,62.45
Karnataka,Bellary,2022,63.03,33.15,80.77,64.62
Karnataka,Bellary,2023,66.71,39.03,88.12,73.44
Karnataka,Bellary,2024,64.83,36.02,84.36,68.93
Karnataka,Bellary,2025,66.53,38.75,87.77,73.02
Karnataka,Bellary,2026,67.11,39.67,88.93,74.41
Karnataka,Chitradurga,2020,67.93,27.8,73.5,51.97
Karnataka,Chitradurga,2021,70.5,31.91,78.64,58.14
Karnataka,Chitradurga,2022,70.49,31.89,78.61,58.1
Karnataka,Chitradurga,2023,71.24,33.1,80.12,59.91
Karnataka,Chitradurga,2024,69.55,30.39,76.73,55.85
Karnataka,Chitradurga,2025,69.15,29.74,75.93,54.88
Karnataka,Chitradurga,2026,74.84,38.86,87.32,68.55
Karnataka,Davanagere,2020,72.85,44.38,81.41,67.05
Karnataka,Davanagere,2021,70.89,41.25,77.49,62.34
Karnataka,Davanagere,2022,73.54,45.49,82.79,68.7
Karnataka,Davanagere,2023,75.55,48.7,86.81,73.53
Karnataka,Davanagere,2024,75.32,48.34,86.35,72.98
Karnataka,Davanagere,2025,75.81,49.11,87.32,74.14
Karnataka,Davanagere,2026,73.23,44.98,82.15,67.94
Karnataka,Shimoga,2020,77.32,60.05,76.18,66.61
Karnataka,Shimoga,2021,75.09,56.49,71.72,61.26
Karnataka,Shimoga,2022,80.15,64.59,81.85,73.41
Karnataka,Shimoga,2023,75.6,57.3,72.74,62.48
Karnataka,Shimoga,2024,75.33,56.88,72.21,61.85
Karnataka,Shimoga,2025,81.81,67.24,85.16,77.39
Karnataka,Shimoga,2026,83.08,69.27,87.71,80.44
Karnataka,Udupi,2020,83.72,63.79,68.4,69.41
Karnataka,Udupi,2021,84.52,65.07,70.0,71.33
Karnataka,Udupi,2022,82.21,61.38,65.39,65.8
Karnataka,Udupi,2023,85.15,66.08,71.26,72.84
Karnataka,Udupi,2024,88.24,71.02,77.44,80.26
Karnataka,Udupi,2025,86.23,67.81,73.43,75.45
Karnataka,Udupi,2026,83.87,64.04,68.71,69.78
Karnataka,Chikmagalur,2020,77.49,51.57,71.92,63.45
Karnataka,Chikmagalur,2021,78.56,53.29,74.08,66.04
Karnataka,Chikmagalur,2022,79.27,54.42,75.49,67.73
Karnataka,Chikmagalur,2023,80.49,56.37,77.92,70.66
Karnataka,Chikmagalur,2024,76.69,50.29,70.33,61.54
Karnataka,Chikmagalur,2025,75.79,48.86,68.53,59.39
Karnataka,Chikmagalur,2026,79.22,54.33,75.38,67.6
Karnataka,Tumkur,2020,71.74,29.71,71.31,51.6
Karnataka,Tumkur,2021,70.55,27.81,68.93,48.75
Karnataka,Tumkur,2022,74.84,34.67,77.51,59.04
Karnataka,Tumkur,2023,71.31,29.02,70.45,50.57
Karnataka,Tumkur,2024,76.66,37.59,81.17,63.43
Karnataka,Tumkur,2025,74.29,33.8,76.43,57.74
Karnataka,Tumkur,2026,76.74,37.71,81.32,63.61
Karnataka,Bangalore,2020,80.85,73.43,76.87,73.39
Karnataka,Bangalore,2021,81.54,74.54,78.25,75.05
Karnataka,Bangalore,2022,84.32,78.97,83.8,81.71
Karnataka,Bangalore,2023,83.14,77.09,81.44,78.88
Karnataka,Bangalore,2024,87.43,83.96,90.03,89.19
Karnataka,Bangalore,2025,82.0,75.27,79.17,76.15
Karnataka,Bangalore,2026,87.67,84.34,90.51,89.76
Karnataka,Mandya,2020,68.04,35.41,78.28,57.63
Karnataka,Mandya,2021,66.74,33.34,75.68,54.51
Karnataka,Mandya,2022,67.63,34.77,77.48,56.67
Karnataka,Mandya,2023,70.05,38.64,82.32,62.48
Karnataka,Mandya,2024,70.99,40.15,84.2,64.73
Karnataka,Mandya,2025,71.92,41.64,86.06,66.96
Karnataka,Mandya,2026,72.14,41.99,86.5,67.49
Karnataka,Hassan,2020,72.3,32.54,70.35,56.85
Karnataka,Hassan,2021,75.32,37.37,76.39,64.1
Karnataka,Hassan,2022,74.81,36.57,75.39,62.9
Karnataka,Hassan,2023,75.18,37.14,76.11,63.76
Karnataka,Hassan,2024,77.68,41.15,81.12,69.78
Karnataka,Hassan,2025,77.18,40.35,80.11,68.57
Karnataka,Hassan,2026,80.04,44.92,85.83,75.43
Karnataka,Dakshina Kannada,2020,84.16,67.66,68.23,68.41
Karnataka,Dakshina Kannada,2021,83.78,67.05,67.47,67.49
Karnataka,Dakshina Kannada,2022,86.25,71.01,72.42,73.43
Karnataka,Dakshina Kannada,2023,83.11,65.99,66.15,65.9
Karnataka,Dakshina Kannada,2024,84.37,68.0,68.65,68.91
Karnataka,Dakshina Kannada,2025,84.76,68.63,69.44,69.85
Karnataka,Dakshina Kannada,2026,83.73,66.99,67.39,67.39
Karnataka,Kodagu,2020,77.0,56.95,58.58,54.98
Karnataka,Kodagu,2021,77.62,57.95,59.83,56.48
Karnataka,Kodagu,2022,77.81,58.24,60.2,56.93
Karnataka,Kodagu,2023,83.28,67.01,71.15,70.07
Karnataka,Kodagu,2024,83.24,66.93,71.06,69.96
Karnataka,Kodagu,2025,84.71,69.29,74.01,73.5
Karnataka,Kodagu,2026,85.69,70.85,75.95,75.83
Karnataka,Mysore,2020,69.5,47.68,77.82,61.19
Karnataka,Mysore,2021,70.72,49.64,80.26,64.13
Karnataka,Mysore,2022,73.16,53.55,85.15,69.99
Karnataka,Mysore,2023,73.97,54.84,86.77,71.93
Karnataka,Mysore,2024,74.62,55.88,88.06,73.49
Karnataka,Mysore,2025,75.1,56.65,89.03,74.65
Karnataka,Mysore,2026,73.22,53.64,85.26,70.12
Karnataka,Chamarajanagar,2020,57.9,21.95,71.37,44.47
Karnataka,Chamarajanagar,2021,58.2,22.43,71.97,45.2
Karnataka,Chamarajanagar,2022,60.9,26.75,77.37,51.68
Karnataka,Chamarajanagar,2023,60.55,26.19,76.67,50.84
Karnataka,Chamarajanagar,2024,63.13,30.32,81.83,57.03
Karnataka,Chamarajanagar,2025,59.97,25.27,75.52,49.45
Karnataka,Chamarajanagar,2026,65.07,33.42,85.71,61.69
Karnataka,Gulbarga,2020,57.99,23.59,72.2,56.99
Karnataka,Gulbarga,2021,61.22,28.76,78.66,64.75
Karnataka,Gulbarga,2022,60.6,27.76,77.41,63.25
Karnataka,Gulbarga,2023,59.58,26.14,75.38,60.81
Karnataka,Gulbarga,2024,61.73,29.58,79.69,65.98
Karnataka,Gulbarga,2025,61.5,29.21,79.23,65.43
Karnataka,Gulbarga,2026,60.58,27.74,77.39,63.22
Karnataka,Yadgir,2020,48.88,17.28,70.29,58.28
Karnataka,Yadgir,2021,47.36,14.85,67.26,54.65
Karnataka,Yadgir,2022,47.65,15.31,67.83,55.33
Karnataka,Yadgir,2023,50.25,19.48,73.04,61.58
Karnataka,Yadgir,2024,51.06,20.76,74.65,63.51
Karnataka,Yadgir,2025,49.44,18.18,71.42,59.64
Karnataka,Yadgir,2026,47.2,14.59,66.93,54.25
Karnataka,Kolar,2020,72.22,39.39,76.96,61.31
Karnataka,Kolar,2021,70.11,36.0,72.73,56.23
Karnataka,Kolar,2022,70.12,36.03,72.75,56.26
Karnataka,Kolar,2023,70.33,36.36,73.17,56.77
Karnataka,Kolar,2024,71.85,38.79,76.21,60.42
Karnataka,Kolar,2025,70.61,36.81,73.74,57.45
Karnataka,Kolar,2026,69.97,35.79,72.46,55.91
Karnataka,Chikkaballapura,2020,68.75,35.28,75.48,56.12
Karnataka,Chikkaballapura,2021,69.22,36.03,76.41,57.25
Karnataka,Chikkaballapura,2022,67.32,32.99,72.62,52.69
Karnataka,Chikkaballapura,2023,67.91,33.94,73.8,54.11
Karnataka,Chikkaballapura,2024,71.0,38.88,79.97,61.52
Karnataka,Chikkaballapura,2025,72.7,41.61,83.38,65.61
Karnataka,Chikkaballapura,2026,68.56,34.97,75.09,55.66
Karnataka,Bangalore Rural,2020,75.1,63.97,76.83,64.16
Karnataka,Bangalore Rural,2021,74.21,62.54,75.05,62.02
Karnataka,Bangalore Rural,2022,74.59,63.14,75.79,62.91
Karnataka,Bangalore Rural,2023,74.59,63.14,75.79,62.92
Karnataka,Bangalore Rural,2024,74.53,63.05,75.68,62.78
Karnataka,Bangalore Rural,2025,79.79,71.46,86.19,75.39
Karnataka,Bangalore Rural,2026,76.38,66.01,79.37,67.21
Karnataka,Ramanagara,2020,67.27,38.86,77.8,53.98
Karnataka,Ramanagara,2021,67.01,38.44,77.28,53.36
Karnataka,Ramanagara,2022,65.17,35.5,73.6,48.95
Karnataka,Ramanagara,2023,68.91,41.48,81.08,57.92
Karnataka,Ramanagara,2024,71.39,45.46,86.05,63.89
Karnataka,Ramanagara,2025,69.57,42.54,82.4,59.51
Karnataka,Ramanagara,2026,66.12,37.03,75.51,51.24
Goa,North Goa,2020,86.07,51.36,63.53,60.91
Goa,North Goa,2021,84.57,48.98,60.54,57.33
Goa,North Goa,2022,87.12,53.06,65.64,63.45
Goa,North Goa,2023,85.53,50.51,62.46,59.63
Goa,North Goa,2024,88.09,54.6,67.57,65.75
Goa,North Goa,2025,90.13,57.87,71.66,70.66
Goa,North Goa,2026,88.87,55.85,69.13,67.63
Goa,South Goa,2020,83.54,54.45,65.39,63.44
Goa,South Goa,2021,84.17,55.46,66.66,64.96
Goa,South Goa,2022,85.87,58.18,70.06,69.04
Goa,South Goa,2023,84.09,55.34,66.5,64.77
Goa,South Goa,2024,84.95,56.71,68.22,66.83
Goa,South Goa,2025,85.49,57.57,69.29,68.11
Goa,South Goa,2026,87.84,61.33,73.99,73.76
Lakshadweep,Lakshadweep,2020,88.21,60.0,63.63,63.27
Lakshadweep,Lakshadweep,2021,84.99,54.84,57.19,55.54
Lakshadweep,Lakshadweep,2022,86.65,57.5,60.51,59.52
Lakshadweep,Lakshadweep,2023,87.25,58.46,61.71,60.96
Lakshadweep,Lakshadweep,2024,86.9,57.9,61.01,60.12
Lakshadweep,Lakshadweep,2025,90.07,62.97,67.34,67.73
Lakshadweep,Lakshadweep,2026,85.75,56.06,58.71,57.36
Kerala,Kasaragod,2020,83.67,65.73,65.52,67.67
Kerala,Kasaragod,2021,82.21,63.39,62.6,64.16
Kerala,Kasaragod,2022,83.38,65.25,64.93,66.96
Kerala,Kasaragod,2023,84.49,67.03,67.15,69.63
Kerala,Kasaragod,2024,83.82,65.96,65.81,68.02
Kerala,Kasaragod,2025,85.83,69.18,69.83,72.85
Kerala,Kasaragod,2026,88.9,74.09,75.97,80.21
Kerala,Kannur,2020,90.17,69.46,69.42,70.68
Kerala,Kannur,2021,91.26,71.2,71.6,73.29
Kerala,Kannur,2022,88.51,66.79,66.09,66.67
Kerala,Kannur,2023,93.72,75.14,76.51,79.18
Kerala,Kannur,2024,92.41,73.04,73.89,76.04
Kerala,Kannur,2025,93.56,74.88,76.19,78.8
Kerala,Kannur,2026,95.0,77.18,79.07,82.25
Kerala,Wayanad,2020,84.6,70.21,65.15,69.33
Kerala,Wayanad,2021,84.19,69.55,64.33,68.33
Kerala,Wayanad,2022,86.61,73.42,69.17,74.14
Kerala,Wayanad,2023,82.99,67.64,61.94,65.48
Kerala,Wayanad,2024,82.28,66.5,60.51,63.76
Kerala,Wayanad,2025,85.52,71.68,66.99,71.53
Kerala,Wayanad,2026,85.99,72.44,67.94,72.67
Kerala,Kozhikode,2020,90.26,76.37,75.83,77.09
Kerala,Kozhikode,2021,89.47,75.1,74.25,75.18
Kerala,Kozhikode,2022,91.21,77.88,77.72,79.35
Kerala,Kozhikode,2023,91.33,78.08,77.97,79.65
Kerala,Kozhikode,2024,93.36,81.33,82.03,84.52
Kerala,Kozhikode,2025,91.0,77.54,77.3,78.85
Kerala,Kozhikode,2026,90.65,76.99,76.61,78.01
Kerala,Malappuram,2020,86.5,74.75,75.07,76.63
Kerala,Malappuram,2021,85.39,72.98,72.86,73.98
Kerala,Malappuram,2022,88.08,77.29,78.25,80.44
Kerala,Malappuram,2023,87.8,76.84,77.68,79.77
Kerala,Malappuram,2024,88.84,78.49,79.76,82.26
Kerala,Malappuram,2025,86.44,74.65,74.95,76.49
Kerala,Malappuram,2026,90.38,80.95,82.83,85.94
Kerala,Palakkad,2020,85.48,72.34,77.27,73.51
Kerala,Palakkad,2021,83.49,69.14,73.28,68.71
Kerala,Palakkad,2022,83.91,69.82,74.12,69.73
Kerala,Palakkad,2023,84.85,71.32,76.0,71.98
Kerala,Palakkad,2024,86.63,74.17,79.56,76.26
Kerala,Palakkad,2025,88.52,77.19,83.34,80.79
Kerala,Palakkad,2026,90.91,81.02,88.13,86.54
Kerala,Thrissur,2020,88.84,74.03,74.65,71.06
Kerala,Thrissur,2021,89.85,75.64,76.67,73.48
Kerala,Thrissur,2022,88.62,73.67,74.2,70.51
Kerala,Thrissur,2023,93.33,81.21,83.63,81.83
Kerala,Thrissur,2024,93.91,82.13,84.78,83.21
Kerala,Thrissur,2025,91.06,77.58,79.09,76.39
Kerala,Thrissur,2026,92.66,80.14,82.28,80.21
Kerala,Ernakulam,2020,91.89,73.78,75.44,74.83
Kerala,Ernakulam,2021,93.02,75.58,77.69,77.53
Kerala,Ernakulam,2022,89.94,70.66,71.55,70.15
Kerala,Ernakulam,2023,92.14,74.18,75.94,75.43
Kerala,Ernakulam,2024,95.59,79.7,82.84,83.71
Kerala,Ernakulam,2025,92.23,74.32,76.12,75.64
Kerala,Ernakulam,2026,91.81,73.66,75.29,74.65
Kerala,Idukki,2020,88.82,68.79,70.53,73.31
Kerala,Idukki,2021,86.24,64.67,65.38,67.12
Kerala,Idukki,2022,88.07,67.6,69.04,71.51
Kerala,Idukki,2023,91.82,73.6,76.54,80.51
Kerala,Idukki,2024,91.92,73.77,76.75,80.77
Kerala,Idukki,2025,89.99,70.67,72.88,76.12
Kerala,Idukki,2026,92.42,74.56,77.75,81.96
Kerala,Kottayam,2020,93.72,76.6,78.62,78.78
Kerala,Kottayam,2021,94.35,77.61,79.89,80.3
Kerala,Kottayam,2022,96.05,80.33,83.29,84.38
Kerala,Kottayam,2023,94.27,77.49,79.73,80.11
Kerala,Kottayam,2024,95.13,78.86,81.45,82.17
Kerala,Kottayam,2025,95.67,79.72,82.52,83.45
Kerala,Kottayam,2026,98.02,83.48,87.23,89.1
Kerala,Alappuzha,2020,90.36,73.1,76.76,72.38
Kerala,Alappuzha,2021,93.33,77.86,82.71,79.52
Kerala,Alappuzha,2022,95.09,80.67,86.22,83.74
Kerala,Alappuzha,2023,90.41,73.19,76.87,72.51
Kerala,Alappuzha,2024,95.9,81.97,87.85,85.69
Kerala,Alappuzha,2025,97.12,83.91,90.28,88.6
Kerala,Alappuzha,2026,92.47,76.48,80.98,77.45
Kerala,Pathanamthitta,2020,94.09,72.12,74.64,74.41
Kerala,Pathanamthitta,2021,94.87,73.36,76.19,76.28
Kerala,Pathanamthitta,2022,94.33,72.49,75.11,74.97
Kerala,Pathanamthitta,2023,95.94,75.06,78.33,78.84
Kerala,Pathanamthitta,2024,97.98,78.34,82.42,83.75
Kerala,Pathanamthitta,2025,94.03,72.02,74.52,74.26
Kerala,Pathanamthitta,2026,93.26,70.79,72.98,72.42
Kerala,Kollam,2020,90.45,76.46,79.07,74.64
Kerala,Kollam,2021,88.94,74.04,76.04,71.01
Kerala,Kollam,2022,89.22,74.49,76.61,71.69
Kerala,Kollam,2023,91.83,78.66,81.82,77.94
Kerala,Kollam,2024,92.63,79.95,83.43,79.87
Kerala,Kollam,2025,91.02,77.37,80.2,76.0
Kerala,Kollam,2026,88.77,73.77,75.71,70.61
Kerala,Thiruvananthapuram,2020,89.95,75.71,78.2,73.07
Kerala,Thiruvananthapuram,2021,87.4,71.64,73.11,66.96
Kerala,Thiruvananthapuram,2022,88.81,73.88,75.92,70.33
Kerala,Thiruvananthapuram,2023,90.63,76.8,79.57,74.7
Kerala,Thiruvananthapuram,2024,93.44,81.3,85.19,81.45
Kerala,Thiruvananthapuram,2025,92.43,79.69,83.18,79.04
Kerala,Thiruvananthapuram,2026,89.1,74.35,76.5,71.03
Tamil Nadu,Thiruvallur,2020,80.36,65.66,92.19,82.14
Tamil Nadu,Thiruvallur,2021,79.04,63.56,89.56,78.99
Tamil Nadu,Thiruvallur,2022,82.89,69.72,97.26,88.22
Tamil Nadu,Thiruvallur,2023,79.28,63.94,90.03,79.55
Tamil Nadu,Thiruvallur,2024,81.4,67.32,94.26,84.63
Tamil Nadu,Thiruvallur,2025,82.58,69.21,96.63,87.47
Tamil Nadu,Thiruvallur,2026,81.01,66.71,93.49,83.7
Tamil Nadu,Chennai,2020,87.61,90.65,96.12,92.63
Tamil Nadu,Chennai,2021,86.44,88.78,93.78,89.82
Tamil Nadu,Chennai,2022,87.95,91.19,96.8,93.44
Tamil Nadu,Chennai,2023,84.41,85.52,89.71,84.94
Tamil Nadu,Chennai,2024,89.87,94.26,100.0,98.05
Tamil Nadu,Chennai,2025,87.21,90.0,95.31,91.66
Tamil Nadu,Chennai,2026,85.28,86.92,91.46,87.03
Tamil Nadu,Kancheepuram,2020,78.78,59.12,86.03,76.81
Tamil Nadu,Kancheepuram,2021,80.3,61.56,89.07,80.46
Tamil Nadu,Kancheepuram,2022,82.42,64.96,93.32,85.56
Tamil Nadu,Kancheepuram,2023,83.9,67.32,96.27,89.1
Tamil Nadu,Kancheepuram,2024,80.03,61.12,88.52,79.8
Tamil Nadu,Kancheepuram,2025,82.94,65.79,94.35,86.8
Tamil Nadu,Kancheepuram,2026,81.86,64.05,92.19,84.2
Tamil Nadu,Vellore,2020,72.87,37.27,80.74,63.09
Tamil Nadu,Vellore,2021,76.8,43.56,88.6,72.52
Tamil Nadu,Vellore,2022,76.55,43.16,88.1,71.92
Tamil Nadu,Vellore,2023,77.96,45.41,90.91,75.29
Tamil Nadu,Vellore,2024,79.51,47.9,94.03,79.03
Tamil Nadu,Vellore,2025,77.64,44.9,90.28,74.54
Tamil Nadu,Vellore,2026,80.39,49.29,95.77,81.12
Tamil Nadu,Tiruvannamalai,2020,68.38,22.85,82.09,60.55
Tamil Nadu,Tiruvannamalai,2021,70.65,26.48,86.62,65.99
Tamil Nadu,Tiruvannamalai,2022,71.74,28.22,88.8,68.6
Tamil Nadu,Tiruvannamalai,2023,73.97,31.78,93.26,73.95
Tamil Nadu,Tiruvannamalai,2024,74.61,32.8,94.53,75.48
Tamil Nadu,Tiruvannamalai,2025,74.15,32.07,93.62,74.38
Tamil Nadu,Tiruvannamalai,2026,75.63,34.44,96.58,77.94
Tamil Nadu,Viluppuram,2020,68.28,25.22,86.96,68.08
Tamil Nadu,Viluppuram,2021,68.62,25.78,87.65,68.92
Tamil Nadu,Viluppuram,2022,69.85,27.74,90.1,71.85
Tamil Nadu,Viluppuram,2023,69.67,27.46,89.75,71.44
Tamil Nadu,Viluppuram,2024,67.48,23.95,85.37,66.17
Tamil Nadu,Viluppuram,2025,68.64,25.8,87.69,68.96
Tamil Nadu,Viluppuram,2026,69.84,27.72,90.08,71.83
Tamil Nadu,Salem,2020,68.83,32.55,77.76,63.2
Tamil Nadu,Salem,2021,68.56,32.11,77.21,62.55
Tamil Nadu,Salem,2022,71.62,37.01,83.34,69.89
Tamil Nadu,Salem,2023,72.66,38.68,85.43,72.4
Tamil Nadu,Salem,2024,72.44,38.32,84.97,71.86
Tamil Nadu,Salem,2025,75.75,43.62,91.6,79.81
Tamil Nadu,Salem,2026,71.6,36.99,83.31,69.86
Tamil Nadu,Namakkal,2020,70.73,35.17,75.52,62.45
Tamil Nadu,Namakkal,2021,72.54,38.06,79.13,66.77
Tamil Nadu,Namakkal,2022,72.81,38.49,79.67,67.43
Tamil Nadu,Namakkal,2023,72.08,37.32,78.21,65.67
